dteday,season,hr,holiday,workingday,weathersit,casual,registered,cnt,season_cat
2011-03-01,1,18,0,1,1,10,214,224,springer
2011-03-01,1,19,0,1,1,4,115,119,springer
2011-03-01,1,20,0,1,1,2,86,88,springer
2011-03-01,1,21,0,1,1,8,55,63,springer
2011-03-01,1,22,0,1,1,3,44,47,springer
2011-03-01,1,23,0,1,1,2,23,25,springer
2011-03-02,1,0,0,1,1,3,5,8,springer
2011-03-02,1,1,0,1,1,0,4,4,springer
2011-03-02,1,2,0,1,1,0,2,2,springer
2011-03-02,1,3,0,1,1,3,1,4,springer
2011-03-02,1,4,0,1,1,1,0,1,springer
2011-03-02,1,5,0,1,1,0,5,5,springer
2011-03-02,1,6,0,1,1,1,39,40,springer
2011-03-02,1,7,0,1,1,2,108,110,springer
2011-03-02,1,8,0,1,1,13,243,256,springer
2011-03-02,1,9,0,1,1,7,141,148,springer
2011-03-02,1,10,0,1,1,11,65,76,springer
2011-03-02,1,11,0,1,1,8,65,73,springer
2011-03-02,1,12,0,1,1,20,62,82,springer
2011-03-02,1,13,0,1,1,35,90,125,springer
2011-03-02,1,14,0,1,1,21,75,96,springer
2011-03-02,1,15,0,1,1,19,91,110,springer
2011-03-02,1,16,0,1,1,27,112,139,springer
2011-03-02,1,17,0,1,1,30,238,268,springer
2011-03-02,1,18,0,1,1,8,193,201,springer
2011-03-02,1,19,0,1,1,6,144,150,springer
2011-03-02,1,20,0,1,1,9,86,95,springer
2011-03-02,1,21,0,1,1,3,68,71,springer
2011-03-02,1,22,0,1,1,4,44,48,springer
2011-03-02,1,23,0,1,1,0,22,22,springer
2011-03-03,1,0,0,1,1,3,10,13,springer
2011-03-03,1,1,0,1,1,0,1,1,springer
2011-03-03,1,2,0,1,1,1,2,3,springer
2011-03-03,1,3,0,1,1,0,1,1,springer
2011-03-03,1,4,0,1,1,0,1,1,springer
2011-03-03,1,5,0,1,1,1,7,8,springer
2011-03-03,1,6,0,1,1,1,34,35,springer
2011-03-03,1,7,0,1,1,1,110,111,springer
2011-03-03,1,8,0,1,1,4,216,220,springer
2011-03-03,1,9,0,1,1,10,135,145,springer
2011-03-03,1,10,0,1,1,7,49,56,springer
2011-03-03,1,11,0,1,1,10,40,50,springer
2011-03-03,1,12,0,1,1,7,65,72,springer
2011-03-03,1,13,0,1,1,13,67,80,springer
2011-03-03,1,14,0,1,1,18,60,78,springer
2011-03-03,1,15,0,1,1,6,62,68,springer
2011-03-03,1,16,0,1,1,6,65,71,springer
2011-03-03,1,17,0,1,1,17,185,202,springer
2011-03-03,1,18,0,1,1,6,161,167,springer
2011-03-03,1,19,0,1,1,5,101,106,springer
2011-03-03,1,20,0,1,1,1,69,70,springer
2011-03-03,1,21,0,1,1,3,48,51,springer
2011-03-03,1,22,0,1,1,3,50,53,springer
2011-03-03,1,23,0,1,2,0,23,23,springer
2011-03-04,1,0,0,1,2,0,12,12,springer
2011-03-04,1,1,0,1,2,0,4,4,springer
2011-03-04,1,2,0,1,2,0,2,2,springer
2011-03-04,1,3,0,1,2,0,1,1,springer
2011-03-04,1,4,0,1,2,1,0,1,springer
2011-03-04,1,5,0,1,2,0,7,7,springer
2011-03-04,1,6,0,1,2,1,28,29,springer
2011-03-04,1,7,0,1,1,0,83,83,springer
2011-03-04,1,8,0,1,1,6,222,228,springer
2011-03-04,1,9,0,1,1,12,138,150,springer
2011-03-04,1,10,0,1,1,10,56,66,springer
2011-03-04,1,11,0,1,1,16,73,89,springer
2011-03-04,1,12,0,1,1,10,87,97,springer
2011-03-04,1,13,0,1,1,13,74,87,springer
2011-03-04,1,14,0,1,1,30,65,95,springer
2011-03-04,1,15,0,1,1,31,75,106,springer
2011-03-04,1,16,0,1,1,17,101,118,springer
2011-03-04,1,17,0,1,2,22,206,228,springer
2011-03-04,1,18,0,1,2,15,172,187,springer
2011-03-04,1,19,0,1,1,5,102,107,springer
2011-03-04,1,20,0,1,2,9,78,87,springer
2011-03-04,1,21,0,1,2,6,64,70,springer
2011-03-04,1,22,0,1,1,4,40,44,springer
2011-03-04,1,23,0,1,2,6,40,46,springer
2011-03-05,1,0,0,0,2,4,15,19,springer
2011-03-05,1,1,0,0,2,5,20,25,springer
2011-03-05,1,2,0,0,2,5,15,20,springer
2011-03-05,1,3,0,0,2,0,2,2,springer
2011-03-05,1,4,0,0,2,0,1,1,springer
2011-03-05,1,5,0,0,2,0,3,3,springer
2011-03-05,1,6,0,0,2,1,3,4,springer
2011-03-05,1,7,0,0,2,5,10,15,springer
2011-03-05,1,8,0,0,2,11,34,45,springer
2011-03-05,1,9,0,0,2,15,48,63,springer
2011-03-05,1,10,0,0,2,34,69,103,springer
2011-03-05,1,11,0,0,2,43,116,159,springer
2011-03-05,1,12,0,0,2,46,121,167,springer
2011-03-05,1,13,0,0,2,60,130,190,springer
2011-03-05,1,14,0,0,2,80,118,198,springer
2011-03-05,1,15,0,0,2,83,122,205,springer
2011-03-05,1,16,0,0,2,74,130,204,springer
2011-03-05,1,17,0,0,2,60,104,164,springer
2011-03-05,1,18,0,0,2,37,115,152,springer
2011-03-05,1,19,0,0,2,27,62,89,springer
2011-03-05,1,20,0,0,2,12,58,70,springer
2011-03-05,1,21,0,0,2,12,60,72,springer
2011-03-05,1,22,0,0,2,16,47,63,springer
2011-03-05,1,23,0,0,2,10,34,44,springer
2011-03-06,1,0,0,0,2,11,41,52,springer
2011-03-06,1,1,0,0,2,12,27,39,springer
2011-03-06,1,2,0,0,2,5,27,32,springer
2011-03-06,1,3,0,0,2,2,9,11,springer
2011-03-06,1,4,0,0,2,0,3,3,springer
2011-03-06,1,6,0,0,2,1,1,2,springer
2011-03-06,1,7,0,0,3,0,5,5,springer
2011-03-06,1,8,0,0,2,1,8,9,springer
2011-03-06,1,9,0,0,2,4,18,22,springer
2011-03-06,1,10,0,0,2,4,27,31,springer
2011-03-06,1,11,0,0,2,18,44,62,springer
2011-03-06,1,12,0,0,2,10,69,79,springer
2011-03-06,1,13,0,0,2,22,83,105,springer
2011-03-06,1,14,0,0,3,12,27,39,springer
2011-03-06,1,15,0,0,3,3,4,7,springer
2011-03-06,1,16,0,0,3,3,8,11,springer
2011-03-06,1,17,0,0,3,2,23,25,springer
2011-03-06,1,18,0,0,3,0,23,23,springer
2011-03-06,1,19,0,0,3,0,11,11,springer
2011-03-06,1,20,0,0,3,3,8,11,springer
2011-03-06,1,21,0,0,3,1,6,7,springer
2011-03-06,1,22,0,0,2,0,10,10,springer
2011-03-06,1,23,0,0,2,0,9,9,springer
2011-03-07,1,0,0,1,3,0,4,4,springer
2011-03-07,1,1,0,1,3,0,2,2,springer
2011-03-07,1,3,0,1,1,0,1,1,springer
2011-03-07,1,4,0,1,1,1,0,1,springer
2011-03-07,1,5,0,1,1,0,1,1,springer
2011-03-07,1,6,0,1,1,3,31,34,springer
2011-03-07,1,7,0,1,1,3,88,91,springer
2011-03-07,1,8,0,1,1,11,200,211,springer
2011-03-07,1,9,0,1,1,5,129,134,springer
2011-03-07,1,10,0,1,1,15,43,58,springer
2011-03-07,1,11,0,1,1,19,41,60,springer
2011-03-07,1,12,0,1,1,28,68,96,springer
2011-03-07,1,13,0,1,1,16,54,70,springer
2011-03-07,1,14,0,1,1,21,56,77,springer
2011-03-07,1,15,0,1,1,32,64,96,springer
2011-03-07,1,16,0,1,1,26,96,122,springer
2011-03-07,1,17,0,1,1,27,206,233,springer
2011-03-07,1,18,0,1,1,19,214,233,springer
2011-03-07,1,19,0,1,1,11,134,145,springer
2011-03-07,1,20,0,1,1,5,87,92,springer
2011-03-07,1,21,0,1,1,1,53,54,springer
2011-03-07,1,22,0,1,1,1,34,35,springer
2011-03-07,1,23,0,1,1,0,22,22,springer
2011-03-08,1,0,0,1,1,1,9,10,springer
2011-03-08,1,1,0,1,1,0,4,4,springer
2011-03-08,1,2,0,1,1,1,0,1,springer
2011-03-08,1,3,0,1,1,5,2,7,springer
2011-03-08,1,4,0,1,1,0,2,2,springer
2011-03-08,1,5,0,1,1,2,8,10,springer
2011-03-08,1,6,0,1,1,3,42,45,springer
2011-03-08,1,7,0,1,1,9,119,128,springer
2011-03-08,1,8,0,1,1,10,247,257,springer
2011-03-08,1,9,0,1,1,11,140,151,springer
2011-03-08,1,10,0,1,2,25,46,71,springer
2011-03-08,1,11,0,1,2,26,52,78,springer
2011-03-08,1,12,0,1,2,29,70,99,springer
2011-03-08,1,13,0,1,2,25,73,98,springer
2011-03-08,1,14,0,1,2,16,56,72,springer
2011-03-08,1,15,0,1,2,35,77,112,springer
2011-03-08,1,16,0,1,1,26,82,108,springer
2011-03-08,1,17,0,1,1,39,209,248,springer
2011-03-08,1,18,0,1,1,21,214,235,springer
2011-03-08,1,19,0,1,1,9,141,150,springer
2011-03-08,1,20,0,1,1,2,74,76,springer
2011-03-08,1,21,0,1,1,7,68,75,springer
2011-03-08,1,22,0,1,1,11,44,55,springer
2011-03-08,1,23,0,1,1,3,38,41,springer
2011-03-09,1,0,0,1,1,0,9,9,springer
2011-03-09,1,1,0,1,1,0,4,4,springer
2011-03-09,1,2,0,1,1,1,1,2,springer
2011-03-09,1,3,0,1,1,1,2,3,springer
2011-03-09,1,4,0,1,1,0,2,2,springer
2011-03-09,1,5,0,1,2,1,7,8,springer
2011-03-09,1,6,0,1,2,5,44,49,springer
2011-03-09,1,7,0,1,2,18,123,141,springer
2011-03-09,1,8,0,1,2,11,238,249,springer
2011-03-09,1,9,0,1,2,5,136,141,springer
2011-03-09,1,10,0,1,2,8,49,57,springer
2011-03-09,1,11,0,1,2,15,44,59,springer
2011-03-09,1,12,0,1,2,14,84,98,springer
2011-03-09,1,13,0,1,2,17,82,99,springer
2011-03-09,1,14,0,1,2,10,61,71,springer
2011-03-09,1,15,0,1,2,15,64,79,springer
2011-03-09,1,16,0,1,2,10,102,112,springer
2011-03-09,1,17,0,1,2,18,176,194,springer
2011-03-09,1,18,0,1,2,12,176,188,springer
2011-03-09,1,19,0,1,2,11,123,134,springer
2011-03-09,1,20,0,1,2,4,87,91,springer
2011-03-09,1,21,0,1,2,10,52,62,springer
2011-03-09,1,22,0,1,3,4,17,21,springer
2011-03-09,1,23,0,1,3,1,17,18,springer
2011-03-10,1,0,0,1,3,3,0,3,springer
2011-03-10,1,1,0,1,3,0,2,2,springer
2011-03-10,1,2,0,1,3,0,1,1,springer
2011-03-10,1,5,0,1,3,1,2,3,springer
2011-03-10,1,6,0,1,3,0,12,12,springer
2011-03-10,1,7,0,1,3,1,36,37,springer
2011-03-10,1,8,0,1,3,1,43,44,springer
2011-03-10,1,9,0,1,3,1,23,24,springer
2011-03-10,1,10,0,1,3,0,17,17,springer
2011-03-10,1,11,0,1,3,6,5,11,springer
2011-03-10,1,12,0,1,3,4,30,34,springer
2011-03-10,1,13,0,1,3,1,11,12,springer
2011-03-10,1,14,0,1,3,0,12,12,springer
2011-03-10,1,15,0,1,3,3,11,14,springer
2011-03-10,1,16,0,1,3,1,20,21,springer
2011-03-10,1,17,0,1,2,2,109,111,springer
2011-03-10,1,18,0,1,3,2,80,82,springer
2011-03-10,1,19,0,1,3,5,51,56,springer
2011-03-10,1,20,0,1,3,9,29,38,springer
2011-03-10,1,21,0,1,3,1,27,28,springer
2011-03-10,1,22,0,1,2,4,30,34,springer
2011-03-10,1,23,0,1,3,1,26,27,springer
2011-03-11,1,0,0,1,2,0,6,6,springer
2011-03-11,1,1,0,1,3,0,8,8,springer
2011-03-11,1,2,0,1,3,2,3,5,springer
2011-03-11,1,3,0,1,2,0,2,2,springer
2011-03-11,1,5,0,1,1,1,6,7,springer
2011-03-11,1,6,0,1,1,1,31,32,springer
2011-03-11,1,7,0,1,1,10,104,114,springer
2011-03-11,1,8,0,1,1,15,244,259,springer
2011-03-11,1,9,0,1,2,13,143,156,springer
2011-03-11,1,10,0,1,2,18,60,78,springer
2011-03-11,1,11,0,1,2,14,67,81,springer
2011-03-11,1,12,0,1,2,15,96,111,springer
2011-03-11,1,13,0,1,1,15,92,107,springer
2011-03-11,1,14,0,1,2,25,64,89,springer
2011-03-11,1,15,0,1,2,21,64,85,springer
2011-03-11,1,16,0,1,2,18,95,113,springer
2011-03-11,1,17,0,1,1,23,200,223,springer
2011-03-11,1,18,0,1,1,19,134,153,springer
2011-03-11,1,19,0,1,1,7,111,118,springer
2011-03-11,1,20,0,1,1,6,70,76,springer
2011-03-11,1,21,0,1,2,10,43,53,springer
2011-03-11,1,22,0,1,1,11,53,64,springer
2011-03-11,1,23,0,1,1,3,34,37,springer
2011-03-12,1,0,0,0,1,4,30,34,springer
2011-03-12,1,1,0,0,1,3,15,18,springer
2011-03-12,1,2,0,0,1,0,14,14,springer
2011-03-12,1,3,0,0,1,1,6,7,springer
2011-03-12,1,4,0,0,1,0,1,1,springer
2011-03-12,1,5,0,0,1,0,2,2,springer
2011-03-12,1,6,0,0,1,2,2,4,springer
2011-03-12,1,7,0,0,1,4,19,23,springer
2011-03-12,1,8,0,0,1,9,44,53,springer
2011-03-12,1,9,0,0,1,25,76,101,springer
2011-03-12,1,10,0,0,1,21,78,99,springer
2011-03-12,1,11,0,0,1,36,83,119,springer
2011-03-12,1,12,0,0,1,51,107,158,springer
2011-03-12,1,13,0,0,1,62,95,157,springer
2011-03-12,1,14,0,0,1,70,96,166,springer
2011-03-12,1,15,0,0,1,81,101,182,springer
2011-03-12,1,16,0,0,1,100,144,244,springer
2011-03-12,1,17,0,0,1,99,114,213,springer
2011-03-12,1,18,0,0,1,54,91,145,springer
2011-03-12,1,19,0,0,1,26,86,112,springer
2011-03-12,1,20,0,0,1,22,64,86,springer
2011-03-12,1,21,0,0,1,36,46,82,springer
2011-03-12,1,22,0,0,1,7,56,63,springer
2011-03-12,1,23,0,0,1,11,38,49,springer
2011-03-13,1,0,0,0,1,3,35,38,springer
2011-03-13,1,1,0,0,1,10,23,33,springer
2011-03-13,1,3,0,0,1,6,17,23,springer
2011-03-13,1,4,0,0,1,4,9,13,springer
2011-03-13,1,5,0,0,1,0,3,3,springer
2011-03-13,1,6,0,0,1,0,2,2,springer
2011-03-13,1,7,0,0,1,2,8,10,springer
2011-03-13,1,8,0,0,1,11,23,34,springer
2011-03-13,1,9,0,0,1,8,36,44,springer
2011-03-13,1,10,0,0,1,36,86,122,springer
2011-03-13,1,11,0,0,1,88,93,181,springer
2011-03-13,1,12,0,0,1,74,120,194,springer
2011-03-13,1,13,0,0,1,97,124,221,springer
2011-03-13,1,14,0,0,1,144,106,250,springer
2011-03-13,1,15,0,0,1,149,155,304,springer
2011-03-13,1,16,0,0,1,124,132,256,springer
2011-03-13,1,17,0,0,1,98,143,241,springer
2011-03-13,1,18,0,0,1,55,92,147,springer
2011-03-13,1,19,0,0,1,28,73,101,springer
2011-03-13,1,20,0,0,1,23,54,77,springer
2011-03-13,1,21,0,0,1,9,49,58,springer
2011-03-13,1,22,0,0,1,8,29,37,springer
2011-03-13,1,23,0,0,1,5,23,28,springer
2011-03-14,1,0,0,1,1,4,7,11,springer
2011-03-14,1,1,0,1,1,0,1,1,springer
2011-03-14,1,2,0,1,1,0,1,1,springer
2011-03-14,1,3,0,1,1,0,3,3,springer
2011-03-14,1,5,0,1,1,0,8,8,springer
2011-03-14,1,6,0,1,1,1,27,28,springer
2011-03-14,1,7,0,1,2,4,84,88,springer
2011-03-14,1,8,0,1,2,24,217,241,springer
2011-03-14,1,9,0,1,1,13,127,140,springer
2011-03-14,1,10,0,1,1,27,57,84,springer
2011-03-14,1,11,0,1,1,26,45,71,springer
2011-03-14,1,12,0,1,1,40,54,94,springer
2011-03-14,1,13,0,1,1,24,51,75,springer
2011-03-14,1,14,0,1,2,27,52,79,springer
2011-03-14,1,15,0,1,1,24,77,101,springer
2011-03-14,1,16,0,1,1,27,80,107,springer
2011-03-14,1,17,0,1,1,42,229,271,springer
2011-03-14,1,18,0,1,1,25,210,235,springer
2011-03-14,1,19,0,1,1,17,133,150,springer
2011-03-14,1,20,0,1,1,23,106,129,springer
2011-03-14,1,21,0,1,1,5,58,63,springer
2011-03-14,1,22,0,1,1,4,43,47,springer
2011-03-14,1,23,0,1,1,2,17,19,springer
2011-03-15,1,0,0,1,1,7,7,14,springer
2011-03-15,1,1,0,1,1,4,6,10,springer
2011-03-15,1,2,0,1,1,1,2,3,springer
2011-03-15,1,4,0,1,1,1,1,2,springer
2011-03-15,1,5,0,1,1,0,11,11,springer
2011-03-15,1,6,0,1,1,3,32,35,springer
2011-03-15,1,7,0,1,1,10,109,119,springer
2011-03-15,1,8,0,1,1,23,259,282,springer
2011-03-15,1,9,0,1,2,10,147,157,springer
2011-03-15,1,10,0,1,2,22,56,78,springer
2011-03-15,1,11,0,1,2,27,51,78,springer
2011-03-15,1,12,0,1,2,32,70,102,springer
2011-03-15,1,13,0,1,2,23,74,97,springer
2011-03-15,1,14,0,1,2,14,74,88,springer
2011-03-15,1,15,0,1,2,24,66,90,springer
2011-03-15,1,16,0,1,2,21,93,114,springer
2011-03-15,1,17,0,1,2,22,195,217,springer
2011-03-15,1,18,0,1,2,18,207,225,springer
2011-03-15,1,19,0,1,2,14,138,152,springer
2011-03-15,1,20,0,1,2,9,79,88,springer
2011-03-15,1,21,0,1,3,2,53,55,springer
2011-03-15,1,22,0,1,2,1,20,21,springer
2011-03-15,1,23,0,1,2,1,17,18,springer
2011-03-16,1,0,0,1,3,0,8,8,springer
2011-03-16,1,1,0,1,3,1,2,3,springer
2011-03-16,1,3,0,1,2,1,2,3,springer
2011-03-16,1,4,0,1,2,0,1,1,springer
2011-03-16,1,5,0,1,2,0,3,3,springer
2011-03-16,1,6,0,1,2,1,30,31,springer
2011-03-16,1,7,0,1,2,10,101,111,springer
2011-03-16,1,8,0,1,2,26,227,253,springer
2011-03-16,1,9,0,1,2,10,144,154,springer
2011-03-16,1,10,0,1,2,19,49,68,springer
2011-03-16,1,11,0,1,2,13,62,75,springer
2011-03-16,1,12,0,1,2,23,65,88,springer
2011-03-16,1,13,0,1,2,18,81,99,springer
2011-03-16,1,14,0,1,2,33,67,100,springer
2011-03-16,1,15,0,1,2,22,79,101,springer
2011-03-16,1,16,0,1,2,30,121,151,springer
2011-03-16,1,17,0,1,2,37,216,253,springer
2011-03-16,1,18,0,1,2,26,211,237,springer
2011-03-16,1,19,0,1,2,18,150,168,springer
2011-03-16,1,20,0,1,2,10,111,121,springer
2011-03-16,1,21,0,1,2,3,75,78,springer
2011-03-16,1,22,0,1,2,11,48,59,springer
2011-03-16,1,23,0,1,1,9,18,27,springer
2011-03-17,1,0,0,1,1,4,19,23,springer
2011-03-17,1,1,0,1,1,1,11,12,springer
2011-03-17,1,2,0,1,1,3,5,8,springer
2011-03-17,1,3,0,1,1,1,1,2,springer
2011-03-17,1,4,0,1,1,0,3,3,springer
2011-03-17,1,5,0,1,1,0,13,13,springer
2011-03-17,1,6,0,1,1,4,47,51,springer
2011-03-17,1,7,0,1,1,12,128,140,springer
2011-03-17,1,8,0,1,1,17,282,299,springer
2011-03-17,1,9,0,1,1,23,162,185,springer
2011-03-17,1,10,0,1,1,9,69,78,springer
2011-03-17,1,11,0,1,1,20,66,86,springer
2011-03-17,1,12,0,1,1,24,81,105,springer
2011-03-17,1,13,0,1,2,26,85,111,springer
2011-03-17,1,14,0,1,1,32,87,119,springer
2011-03-17,1,15,0,1,1,30,95,125,springer
2011-03-17,1,16,0,1,1,34,108,142,springer
2011-03-17,1,17,0,1,1,48,265,313,springer
2011-03-17,1,18,0,1,2,50,260,310,springer
2011-03-17,1,19,0,1,1,18,189,207,springer
2011-03-17,1,20,0,1,1,25,112,137,springer
2011-03-17,1,21,0,1,1,19,119,138,springer
2011-03-17,1,22,0,1,1,17,70,87,springer
2011-03-17,1,23,0,1,1,7,43,50,springer
2011-03-18,1,0,0,1,1,5,24,29,springer
2011-03-18,1,1,0,1,1,4,12,16,springer
2011-03-18,1,2,0,1,1,5,9,14,springer
2011-03-18,1,3,0,1,1,1,4,5,springer
2011-03-18,1,5,0,1,1,2,8,10,springer
2011-03-18,1,6,0,1,1,1,35,36,springer
2011-03-18,1,7,0,1,1,11,112,123,springer
2011-03-18,1,8,0,1,1,24,256,280,springer
2011-03-18,1,9,0,1,1,18,192,210,springer
2011-03-18,1,10,0,1,1,43,74,117,springer
2011-03-18,1,11,0,1,1,55,104,159,springer
2011-03-18,1,12,0,1,2,72,123,195,springer
2011-03-18,1,13,0,1,1,57,118,175,springer
2011-03-18,1,14,0,1,1,71,103,174,springer
2011-03-18,1,15,0,1,2,62,111,173,springer
2011-03-18,1,16,0,1,1,67,137,204,springer
2011-03-18,1,17,0,1,1,95,237,332,springer
2011-03-18,1,18,0,1,1,84,247,331,springer
2011-03-18,1,19,0,1,1,58,132,190,springer
2011-03-18,1,20,0,1,1,46,103,149,springer
2011-03-18,1,21,0,1,1,22,91,113,springer
2011-03-18,1,22,0,1,1,55,63,118,springer
2011-03-18,1,23,0,1,2,26,60,86,springer
2011-03-19,1,0,0,0,2,26,50,76,springer
2011-03-19,1,1,0,0,2,16,35,51,springer
2011-03-19,1,2,0,0,2,5,20,25,springer
2011-03-19,1,3,0,0,2,1,7,8,springer
2011-03-19,1,4,0,0,1,1,2,3,springer
2011-03-19,1,5,0,0,1,0,2,2,springer
2011-03-19,1,6,0,0,1,0,10,10,springer
2011-03-19,1,7,0,0,1,4,9,13,springer
2011-03-19,1,8,0,0,1,11,37,48,springer
2011-03-19,1,9,0,0,1,35,41,76,springer
2011-03-19,1,10,0,0,1,55,85,140,springer
2011-03-19,1,11,0,0,1,90,106,196,springer
2011-03-19,1,12,0,0,1,126,141,267,springer
2011-03-19,1,13,0,0,1,174,127,301,springer
2011-03-19,1,14,0,0,1,168,144,312,springer
2011-03-19,1,15,0,0,1,170,143,313,springer
2011-03-19,1,16,0,0,1,175,129,304,springer
2011-03-19,1,17,0,0,1,138,140,278,springer
2011-03-19,1,18,0,0,1,92,125,217,springer
2011-03-19,1,19,0,0,1,38,116,154,springer
2011-03-19,1,20,0,0,1,39,69,108,springer
2011-03-19,1,21,0,0,1,20,73,93,springer
2011-03-19,1,22,0,0,1,27,45,72,springer
2011-03-19,1,23,0,0,1,13,37,50,springer
2011-03-20,1,0,0,0,1,7,33,40,springer
2011-03-20,1,1,0,0,1,2,22,24,springer
2011-03-20,1,2,0,0,1,6,24,30,springer
2011-03-20,1,3,0,0,1,1,11,12,springer
2011-03-20,1,4,0,0,1,2,1,3,springer
2011-03-20,1,5,0,0,1,3,6,9,springer
2011-03-20,1,6,0,0,1,1,3,4,springer
2011-03-20,1,7,0,0,1,5,9,14,springer
2011-03-20,1,8,0,0,1,7,30,37,springer
2011-03-20,1,9,0,0,1,35,43,78,springer
2011-03-20,1,10,0,0,2,55,81,136,springer
2011-03-20,1,11,0,0,1,92,111,203,springer
2011-03-20,1,12,0,0,1,120,108,228,springer
2011-03-20,1,13,0,0,1,88,115,203,springer
2011-03-20,1,14,0,0,1,145,134,279,springer
2011-03-20,1,15,0,0,1,172,136,308,springer
2011-03-20,1,16,0,0,1,92,132,224,springer
2011-03-20,1,17,0,0,1,83,143,226,springer
2011-03-20,1,18,0,0,1,58,98,156,springer
2011-03-20,1,19,0,0,1,21,58,79,springer
2011-03-20,1,20,0,0,1,21,46,67,springer
2011-03-20,1,21,0,0,2,10,39,49,springer
2011-03-20,1,22,0,0,2,8,30,38,springer
2011-03-20,1,23,0,0,3,13,11,24,springer
2011-03-21,2,0,0,1,3,2,11,13,summer
2011-03-21,2,1,0,1,2,1,6,7,summer
2011-03-21,2,2,0,1,2,1,5,6,summer
2011-03-21,2,3,0,1,2,0,1,1,summer
2011-03-21,2,5,0,1,1,1,1,2,summer
2011-03-21,2,6,0,1,3,2,30,32,summer
2011-03-21,2,7,0,1,3,3,15,18,summer
2011-03-21,2,8,0,1,2,3,95,98,summer
2011-03-21,2,9,0,1,2,12,115,127,summer
2011-03-21,2,10,0,1,2,17,45,62,summer
2011-03-21,2,11,0,1,2,32,47,79,summer
2011-03-21,2,12,0,1,2,25,56,81,summer
2011-03-21,2,13,0,1,2,35,77,112,summer
2011-03-21,2,14,0,1,2,36,65,101,summer
2011-03-21,2,15,0,1,2,41,66,107,summer
2011-03-21,2,16,0,1,2,29,112,141,summer
2011-03-21,2,17,0,1,2,41,231,272,summer
2011-03-21,2,18,0,1,2,44,232,276,summer
2011-03-21,2,19,0,1,1,22,199,221,summer
2011-03-21,2,20,0,1,1,16,106,122,summer
2011-03-21,2,21,0,1,1,12,79,91,summer
2011-03-21,2,22,0,1,1,18,60,78,summer
2011-03-21,2,23,0,1,1,8,22,30,summer
2011-03-22,2,0,0,1,1,4,7,11,summer
2011-03-22,2,1,0,1,1,6,13,19,summer
2011-03-22,2,2,0,1,1,0,1,1,summer
2011-03-22,2,3,0,1,1,3,2,5,summer
2011-03-22,2,4,0,1,2,0,1,1,summer
2011-03-22,2,5,0,1,2,1,11,12,summer
2011-03-22,2,6,0,1,1,2,58,60,summer
2011-03-22,2,7,0,1,2,4,132,136,summer
2011-03-22,2,8,0,1,2,24,312,336,summer
2011-03-22,2,9,0,1,2,19,159,178,summer
2011-03-22,2,10,0,1,2,29,95,124,summer
2011-03-22,2,11,0,1,1,22,64,86,summer
2011-03-22,2,12,0,1,1,35,86,121,summer
2011-03-22,2,13,0,1,1,21,85,106,summer
2011-03-22,2,14,0,1,1,30,71,101,summer
2011-03-22,2,15,0,1,1,55,79,134,summer
2011-03-22,2,16,0,1,1,40,125,165,summer
2011-03-22,2,17,0,1,1,42,265,307,summer
2011-03-22,2,18,0,1,1,41,271,312,summer
2011-03-22,2,19,0,1,2,22,142,164,summer
2011-03-22,2,20,0,1,2,19,116,135,summer
2011-03-22,2,21,0,1,2,24,63,87,summer
2011-03-22,2,22,0,1,2,13,57,70,summer
2011-03-22,2,23,0,1,2,4,28,32,summer
2011-03-23,2,0,0,1,3,3,8,11,summer
2011-03-23,2,1,0,1,3,0,7,7,summer
2011-03-23,2,2,0,1,3,1,1,2,summer
2011-03-23,2,3,0,1,2,0,3,3,summer
2011-03-23,2,5,0,1,3,0,10,10,summer
2011-03-23,2,6,0,1,2,1,43,44,summer
2011-03-23,2,7,0,1,2,7,111,118,summer
2011-03-23,2,8,0,1,2,14,247,261,summer
2011-03-23,2,9,0,1,2,8,174,182,summer
2011-03-23,2,10,0,1,2,15,60,75,summer
2011-03-23,2,11,0,1,2,18,53,71,summer
2011-03-23,2,12,0,1,2,14,73,87,summer
2011-03-23,2,13,0,1,3,14,94,108,summer
2011-03-23,2,14,0,1,2,13,71,84,summer
2011-03-23,2,15,0,1,2,11,74,85,summer
2011-03-23,2,16,0,1,2,13,123,136,summer
2011-03-23,2,17,0,1,2,28,245,273,summer
2011-03-23,2,18,0,1,3,20,218,238,summer
2011-03-23,2,19,0,1,3,12,147,159,summer
2011-03-23,2,20,0,1,3,3,72,75,summer
2011-03-23,2,21,0,1,3,0,22,22,summer
2011-03-23,2,22,0,1,2,6,38,44,summer
2011-03-23,2,23,0,1,3,2,24,26,summer
2011-03-24,2,0,0,1,2,0,11,11,summer
2011-03-24,2,1,0,1,2,0,3,3,summer
2011-03-24,2,2,0,1,2,0,6,6,summer
2011-03-24,2,3,0,1,2,1,0,1,summer
2011-03-24,2,4,0,1,2,0,1,1,summer
2011-03-24,2,5,0,1,2,1,8,9,summer
2011-03-24,2,6,0,1,2,0,41,41,summer
2011-03-24,2,7,0,1,3,2,106,108,summer
2011-03-24,2,8,0,1,3,4,120,124,summer
2011-03-24,2,9,0,1,2,3,94,97,summer
2011-03-24,2,10,0,1,2,10,55,65,summer
2011-03-24,2,11,0,1,2,10,61,71,summer
2011-03-24,2,12,0,1,2,12,82,94,summer
2011-03-24,2,13,0,1,2,11,90,101,summer
2011-03-24,2,14,0,1,2,17,66,83,summer
